,PM25_complete,PM25_with_gaps,gap_mask,PM25_repaired
2025-11-10 06:00:00,7.0,7.0,False,8.645208930969238
2025-11-10 07:00:00,5.4,5.4,False,8.878287708759308
2025-11-10 08:00:00,9.9,9.9,False,9.014932399988174
2025-11-10 09:00:00,16.1,16.1,False,9.180399572849273
2025-11-10 10:00:00,13.2,13.2,False,9.47608939409256
2025-11-10 11:00:00,8.5,8.5,False,9.677114909887313
2025-11-10 12:00:00,12.4,12.4,False,9.619766330718994
2025-11-10 13:00:00,20.2,,True,9.524100518226623
2025-11-10 14:00:00,14.2,14.2,False,9.685731357336044
2025-11-10 15:00:00,8.0,8.0,False,9.831623619794845
2025-11-10 16:00:00,5.7,5.7,False,9.79003066420555
2025-11-10 17:00:00,6.8,6.8,False,9.812609320878982
2025-11-10 18:00:00,7.3,7.3,False,10.054846948385238
2025-11-10 19:00:00,8.6,8.6,False,10.285902953147888
2025-11-10 20:00:00,9.4,9.4,False,10.612628257274627
2025-11-10 21:00:00,9.9,9.9,False,10.991084015369415
2025-11-10 22:00:00,11.1,11.1,False,11.30952296257019
2025-11-10 23:00:00,8.9,8.9,False,11.445657408237457
2025-11-11 00:00:00,6.9,6.9,False,11.361560261249542
2025-11-11 01:00:00,6.2,6.2,False,11.030308997631073
2025-11-11 02:00:00,6.4,6.4,False,10.051771527528762
2025-11-11 03:00:00,6.8,6.8,False,8.8022804915905
2025-11-11 04:00:00,3.9,3.9,False,9.013181215524673
2025-11-11 05:00:00,4.8,4.8,False,9.46751440167427
2025-11-11 06:00:00,5.0,5.0,False,9.573179012537002
2025-11-11 07:00:00,7.0,7.0,False,9.570491021871566
2025-11-11 08:00:00,9.4,9.4,False,9.427139526605606
2025-11-11 09:00:00,10.9,10.9,False,9.34658852815628
2025-11-11 10:00:00,9.7,9.7,False,9.286005294322967
2025-11-11 11:00:00,7.3,7.3,False,9.173538959026336
2025-11-11 12:00:00,6.3,6.3,False,9.00035805106163
2025-11-11 13:00:00,7.0,7.0,False,8.851185804605484
2025-11-11 14:00:00,7.1,7.1,False,8.742121493816375
2025-11-11 15:00:00,6.9,6.9,False,8.700241839885711
2025-11-11 16:00:00,6.4,6.4,False,8.640566742420196
2025-11-11 17:00:00,6.4,6.4,False,8.64916962981224
2025-11-11 18:00:00,5.2,5.2,False,8.739168500900268
2025-11-11 19:00:00,8.0,8.0,False,8.819587385654449
2025-11-11 20:00:00,10.1,10.1,False,8.918388670682907
2025-11-11 21:00:00,9.8,9.8,False,9.454545176029205
2025-11-11 22:00:00,9.2,9.2,False,10.0159195125103
2025-11-11 23:00:00,6.4,6.4,False,10.34660861492157
2025-11-12 00:00:00,5.9,5.9,False,10.183596587181091
2025-11-12 01:00:00,5.5,5.5,False,9.534857130050659
2025-11-12 02:00:00,4.5,4.5,False,8.705930477380752
2025-11-12 03:00:00,4.0,4.0,False,8.07258710861206
2025-11-12 04:00:00,5.3,5.3,False,8.140758550167083
2025-11-12 05:00:00,6.8,6.8,False,7.984939163923263
2025-11-12 06:00:00,7.5,7.5,False,7.990517771244049
2025-11-12 07:00:00,8.4,8.4,False,8.01203835606575
2025-11-12 08:00:00,9.3,9.3,False,8.023266857862472
2025-11-12 09:00:00,10.0,10.0,False,7.992313510179519
2025-11-12 10:00:00,9.1,9.1,False,7.91345596909523
2025-11-12 11:00:00,7.6,7.6,False,7.823376125097274
2025-11-12 12:00:00,8.4,8.4,False,7.72050062417984
2025-11-12 13:00:00,9.2,9.2,False,7.589395797252655
2025-11-12 14:00:00,7.5,7.5,False,7.483799761533737
2025-11-12 15:00:00,8.1,8.1,False,7.384180611371994
2025-11-12 16:00:00,12.1,12.1,False,7.330508744716644
2025-11-12 17:00:00,10.4,10.4,False,7.367098814249038
2025-11-12 18:00:00,6.4,6.4,False,7.451321101188659
2025-11-12 19:00:00,6.2,6.2,False,7.494825249910354
2025-11-12 20:00:00,8.7,8.7,False,7.501269376277923
2025-11-12 21:00:00,9.9,9.9,False,7.652152901887893
2025-11-12 22:00:00,11.1,11.1,False,7.8930608689785
2025-11-12 23:00:00,11.9,11.9,False,8.150768971443176
2025-11-13 00:00:00,11.2,11.2,False,8.473452216386795
2025-11-13 01:00:00,10.1,10.1,False,8.865853524208068
2025-11-13 02:00:00,9.7,9.7,False,9.053357726335525
2025-11-13 03:00:00,8.8,8.8,False,9.072506463527679
2025-11-13 04:00:00,7.3,7.3,False,9.00716752409935
2025-11-13 05:00:00,5.9,5.9,False,8.929962760210037
2025-11-13 06:00:00,6.9,6.9,False,8.79096365571022
2025-11-13 07:00:00,9.3,9.3,False,8.62427414059639
2025-11-13 08:00:00,10.0,10.0,False,8.527674233913421
2025-11-13 09:00:00,11.3,11.3,False,8.460957980155944
2025-11-13 10:00:00,12.5,12.5,False,8.408524340391159
2025-11-13 11:00:00,8.6,8.6,False,8.373384809494018
2025-11-13 12:00:00,6.0,6.0,False,8.282742416858673
2025-11-13 13:00:00,7.6,7.6,False,8.184641218185424
2025-11-13 14:00:00,7.0,7.0,False,8.113323456048965
2025-11-13 15:00:00,5.9,5.9,False,8.06784844994545
2025-11-13 16:00:00,7.9,7.9,False,7.9978119194507595
2025-11-13 17:00:00,9.2,9.2,False,7.996172314882278
2025-11-13 18:00:00,10.2,10.2,False,8.069082802534103
2025-11-13 19:00:00,12.4,12.4,False,8.25235549211502
2025-11-13 20:00:00,18.1,,True,8.436194217205047
2025-11-13 21:00:00,19.6,,True,8.514243191480636
2025-11-13 22:00:00,18.5,,True,9.109279012680053
2025-11-13 23:00:00,16.5,16.5,False,9.790670698881149
2025-11-14 00:00:00,15.2,15.2,False,10.563262677192688
2025-11-14 01:00:00,14.3,14.3,False,10.969515001773834
2025-11-14 02:00:00,12.4,12.4,False,10.86152503490448
2025-11-14 03:00:00,11.9,11.9,False,10.855148708820343
2025-11-14 04:00:00,11.0,11.0,False,10.815007066726684
2025-11-14 05:00:00,7.5,7.5,False,10.608368074893951
2025-11-14 06:00:00,9.0,9.0,False,10.245070910453796
2025-11-14 07:00:00,12.4,12.4,False,10.009858167171478
2025-11-14 08:00:00,12.6,12.6,False,9.97711489200592
2025-11-14 09:00:00,13.0,13.0,False,10.052579319477081
2025-11-14 10:00:00,11.9,11.9,False,10.273766314983368
2025-11-14 11:00:00,9.3,9.3,False,10.444007015228271
2025-11-14 12:00:00,8.8,8.8,False,10.378326749801635
2025-11-14 13:00:00,10.0,10.0,False,10.226334011554718
2025-11-14 14:00:00,16.1,16.1,False,10.162890768051147
2025-11-14 15:00:00,20.1,,True,10.39949128627777
2025-11-14 16:00:00,17.9,,True,10.686601078510284
2025-11-14 17:00:00,13.7,13.7,False,10.947354769706726
2025-11-14 18:00:00,8.2,8.2,False,11.619243955612182
2025-11-14 19:00:00,13.1,13.1,False,12.087521529197693
2025-11-14 20:00:00,21.2,,True,12.58820686340332
2025-11-14 21:00:00,16.7,,True,12.852459824085235
2025-11-14 22:00:00,13.1,13.1,False,13.005886054039001
2025-11-14 23:00:00,11.6,11.6,False,13.06930992603302
2025-11-15 00:00:00,11.2,11.2,False,13.019511198997497
2025-11-15 01:00:00,10.3,10.3,False,12.760857379436493
2025-11-15 02:00:00,11.2,11.2,False,12.507879412174224
2025-11-15 03:00:00,9.4,9.4,False,12.12489149570465
2025-11-15 04:00:00,7.4,7.4,False,11.530925369262695
2025-11-15 05:00:00,8.1,8.1,False,11.263711667060852
2025-11-15 06:00:00,8.9,8.9,False,11.258148944377899
2025-11-15 07:00:00,11.9,11.9,False,11.170244908332824
2025-11-15 08:00:00,14.0,14.0,False,11.166324889659881
2025-11-15 09:00:00,14.7,14.7,False,11.152806675434112
2025-11-15 10:00:00,14.3,14.3,False,11.093927359580993
2025-11-15 11:00:00,14.6,14.6,False,10.948840951919555
2025-11-15 12:00:00,11.4,11.4,False,10.751559948921203
2025-11-15 13:00:00,7.9,7.9,False,10.477515077590942
2025-11-15 14:00:00,6.0,6.0,False,10.136122441291809
2025-11-15 15:00:00,4.6,4.6,False,9.892195230722427
2025-11-15 16:00:00,5.4,5.4,False,9.613015359640121
2025-11-15 17:00:00,7.0,7.0,False,9.44729790687561
2025-11-15 18:00:00,8.5,8.5,False,9.388036584854126
2025-11-15 19:00:00,14.0,14.0,False,9.462271308898925
2025-11-15 20:00:00,17.4,,True,10.153860545158386
2025-11-15 21:00:00,17.3,,True,11.318595802783966
2025-11-15 22:00:00,15.6,15.6,False,12.057191944122314
2025-11-15 23:00:00,13.6,13.6,False,12.466876125335693
2025-11-16 00:00:00,13.8,13.8,False,12.568916714191436
2025-11-16 01:00:00,14.5,14.5,False,12.576927995681762
2025-11-16 02:00:00,13.1,13.1,False,12.569046115875244
2025-11-16 03:00:00,11.9,11.9,False,12.341365790367126
2025-11-16 04:00:00,10.1,10.1,False,11.726641154289245
2025-11-16 05:00:00,9.9,9.9,False,11.155839478969574
2025-11-16 06:00:00,11.0,11.0,False,10.951302683353424
2025-11-16 07:00:00,12.1,12.1,False,10.830290412902832
2025-11-16 08:00:00,14.7,14.7,False,10.747084355354309
2025-11-16 09:00:00,16.1,16.1,False,10.650806403160095
2025-11-16 10:00:00,16.2,16.2,False,10.545264220237732
2025-11-16 11:00:00,11.7,11.7,False,10.361317789554596
2025-11-16 12:00:00,8.7,8.7,False,10.09494132399559
2025-11-16 13:00:00,6.8,6.8,False,9.792489683628082
2025-11-16 14:00:00,5.7,5.7,False,9.573302215337753
2025-11-16 15:00:00,5.9,5.9,False,9.423124200105667
2025-11-16 16:00:00,6.7,6.7,False,9.42610160112381
2025-11-16 17:00:00,9.3,9.3,False,9.622732108831405
2025-11-16 18:00:00,7.8,7.8,False,10.140006816387176
2025-11-16 19:00:00,8.9,8.9,False,10.815021014213562
2025-11-16 20:00:00,14.8,14.8,False,11.72369281053543
2025-11-16 21:00:00,17.5,,True,12.86285845041275
2025-11-16 22:00:00,15.2,15.2,False,13.402166700363159
2025-11-16 23:00:00,10.2,10.2,False,13.53757975101471
2025-11-17 00:00:00,8.6,8.6,False,13.2278378367424
2025-11-17 01:00:00,12.6,12.6,False,13.071189737319946
2025-11-17 02:00:00,14.6,14.6,False,13.140906250476837
2025-11-17 03:00:00,10.1,10.1,False,13.38555679321289
2025-11-17 04:00:00,8.0,8.0,False,13.15824065208435
2025-11-17 05:00:00,12.3,12.3,False,12.670706248283386
2025-11-17 06:00:00,9.6,9.6,False,12.487341737747192
2025-11-17 07:00:00,10.1,10.1,False,12.160819447040558
2025-11-17 08:00:00,14.1,14.1,False,11.942229008674621
2025-11-17 09:00:00,15.0,15.0,False,11.935082471370697
2025-11-17 10:00:00,13.5,13.5,False,11.8850621342659
2025-11-17 11:00:00,10.3,10.3,False,11.766630148887634
2025-11-17 12:00:00,8.3,8.3,False,11.521319425106048
2025-11-17 13:00:00,4.8,4.8,False,11.258312439918518
2025-11-17 14:00:00,5.8,5.8,False,10.964879012107849
2025-11-17 15:00:00,5.6,5.6,False,10.85062894821167
2025-11-17 16:00:00,9.3,9.3,False,10.892528748512268
2025-11-17 17:00:00,11.7,11.7,False,11.198910093307495
2025-11-17 18:00:00,23.6,,True,11.776684737205505
2025-11-17 19:00:00,15.0,15.0,False,12.22127947807312
2025-11-17 20:00:00,8.5,8.5,False,12.729936575889587
2025-11-17 21:00:00,7.2,7.2,False,12.898303663730621
2025-11-17 22:00:00,9.9,9.9,False,12.877068614959716
2025-11-17 23:00:00,11.0,11.0,False,12.868071711063385
2025-11-18 00:00:00,9.6,9.6,False,12.749232149124145
2025-11-18 01:00:00,7.8,7.8,False,12.57679316997528
2025-11-18 02:00:00,7.5,7.5,False,12.247008717060089
2025-11-18 03:00:00,3.6,3.6,False,11.844787216186523
2025-11-18 04:00:00,6.9,6.9,False,11.453785693645477
2025-11-18 05:00:00,5.7,5.7,False,11.159000134468078
2025-11-18 06:00:00,4.7,4.7,False,10.849704539775848
2025-11-18 07:00:00,4.3,4.3,False,10.52668229341507
2025-11-18 08:00:00,6.3,6.3,False,10.218345201015472
2025-11-18 09:00:00,8.8,8.8,False,9.953498697280883
2025-11-18 10:00:00,6.7,6.7,False,9.6744908452034
2025-11-18 11:00:00,4.7,4.7,False,9.30254197716713
